name	type	tags
Is it at all defensible to stratify a data set by the size of the residual and do a two-sample comparison?	question	regression,residuals
Is there a formula or rule for determining the correct sampSize for a randomForest?	question	r,random-forest
Interpreting Granger causality test&#39;s results	question	time-series,causality,granger-causality
Interpreting discrepancies between R and SPSS with exploratory factor analysis	question	r,spss,factor-analysis
Computation of new standard deviation using old standard deviation after change in dataset	question	standard-deviation,online
How to get an R-squared for a loess fit?	question	r,r-squared,loess
Checking whether accuracy improvement is significant	question	statistical-significance,classification
Distribution of inverse Wishart to a power?	question	distributions,multivariate-analysis,chi-squared,wishart
Generate data samples from Poisson regression	question	r,regression,poisson-distribution,simulation
Cleaning data of inconsistent format in R?	question	r,data-cleaning
Is there a general method for simulating data from a formula or analysis available?	question	r,experiment-design,simulation
How to run two-way ANOVA on data with neither normality nor equality of variance in R?	question	r,anova,nonparametric,heteroscedasticity
Advantages of ROC curves	question	machine-learning,roc
Collinear variables in Multiclass LDA training	question	machine-learning,classification,python,scikit-learn,discriminant-analysis
Gaussian process : function approximation properties	question	gaussian-process
What is data blending?	question	machine-learning,data-mining,unsupervised-learning,statistical-learning
What are R-structure G-structure in a glmm?	question	r,bayesian,mixed-model,lme4-nlme
Measures of residuals heteroscedasticity	question	regression,least-squares,heteroscedasticity
Confidence interval for GAM model	question	r,confidence-interval,gam
Expected value of the log-determinant of a Wishart matrix	question	distributions,wishart
Closed form expression for the quantiles of $\alpha_1\sin(x)+\alpha_2\cos(x)$	question	distributions,probability,stochastic-processes
Mean(scores) vs Score(concatenation) in cross validation	question	classification,cross-validation,small-sample
Grid search on k-fold cross validation	question	machine-learning,classification,cross-validation,svm
Mixed model vs. Pooling Standard Errors for Multi-site Studies - Why is a Mixed Model So Much More Efficient?	question	time-series,mixed-model
Estimating Markov transition probabilities from sequence data	question	r,matlab,markov-process
Definition and Convergence of Iteratively Reweighted Least Squares	question	estimation,least-squares,robust,irls
Examples of processes that are not Poisson?	question	poisson-distribution,teaching
Framing the negative binomial distribution for DNA sequencing	question	poisson-distribution,negative-binomial,bioinformatics,sequence-analysis
Poisson is to exponential as Gamma-Poisson is to what?	question	poisson-distribution,negative-binomial,gamma-distribution,exponential-family
Why is the error &quot;estimated adjustment &#39;a&#39; is NA&quot; generated from R boot package when calculating confidence intervals using the bca method?	question	r,bootstrap
What processes could generate Laplace-distributed (double exponential) data or parameters?	question	distributions,laplace-distribution
Some questions about statistical randomness	question	mathematical-statistics,random-generation
How do I interpret the covariance matrix from a curve fit?	question	variance,model-selection,python,curve-fitting,covariance-matrix
Visualizing mixed model results	question	r,data-visualization,mixed-model
Choosing complexity parameter in CART	question	r,cart,rpart
Mann-Whitney U test with unequal sample sizes	question	sample-size,wilcoxon-mann-whitney
Optional stopping rules not in textbooks	question	references,type-i-and-ii-errors,optimal-stopping
training approaches for highly-imbalanced data set	question	machine-learning,classification,data-mining,svm,bioinformatics
Proper bootstrapping technique for clustered data?	question	bootstrap,random-effects-model,mixed-model
Distribution with $n$th cumulant given by $\frac 1 n$?	question	distributions,mgf,cumulants
Upper bounds for the copula density?	question	references,joint-distribution,bounds,copula
Pearson&#39;s residuals	question	chi-squared,goodness-of-fit,residuals
PCA and k-fold cross-validation in caret package in R	question	r,pca,cross-validation,caret
Using the R forecast package with missing values and/or irregular time series	question	r,time-series,forecasting,missing-data,unevenly-spaced-time-series
Does adding more variables into a multivariable regression change coefficients of existing variables?	question	regression,multiple-regression,multivariable
Euclidean distance score and similarity	question	distance-functions,similarities
Meaning of completeness of a statistic?	question	mathematical-statistics,intuition,complete-statistics
Canonical correlation analysis with rank correlation	question	multivariate-analysis,data-transformation,spearman-rho,kendall-tau,canonical-correlation
Where do the assumptions for linear regression come from?	question	regression,linear-model,assumptions
Can Hazard Ratio be translated into ratio of medians of survival time?	question	survival,hazard
Confusion with Augmented Dickey Fuller test	question	r,time-series,stationarity
Ratios in Regression, aka Questions on Kronmal	question	regression,modeling,interaction,weighted-regression,ratio
Is logistic regression a non-parametric test?	question	hypothesis-testing,logistic,nonparametric
Confounder - definition	question	causality,definition,confounding
Test whether variables follow the same distribution	question	hypothesis-testing,distributions
Why is the probability zero for any given value of a normal distribution?	question	probability,normal-distribution,poisson-distribution
Random forest and prediction	question	random-forest,prediction
One-class SVM vs. exemplar SVM	question	machine-learning,svm
How to interpret the coefficients from a beta regression?	question	r,regression,interpretation,beta-distribution,regression-coefficients
Generate normally distributed random numbers with non positive-definite covariance matrix	question	r,random-generation,covariance-matrix,multivariate-normal,cholesky
Ljung-Box Statistics for ARIMA residuals in R: confusing test results	question	r,time-series,statistical-significance,arima,residuals
Under which conditions do gradient boosting machines outperform random forests?	question	machine-learning,data-mining,random-forest,boosting
Generate pairs of random numbers uniformly distributed and correlated	question	correlation,random-generation,uniform
Is there a law that says if you do enough trials, rare things happen?	question	probability,dice,law-of-large-numbers
Extract data points from moving average?	question	data-transformation,moving-average,point-estimation
Beta distribution fitting in Scipy	question	python,scipy,beta-distribution
What is the best book about generalized linear models for novices?	question	regression,generalized-linear-model,references
Test if multidimensional distributions are the same	question	r,distributions,nonparametric,python
Law of total variance as Pythagorean theorem	question	variance,conditional-expectation
Showing spatial and temporal correlation on maps	question	r,regression,data-visualization,pca,spatial
How to interpret negative ACF (autocorrelation function)?	question	time-series
Cauchy Distribution and Central Limit Theorem	question	probability,central-limit-theorem,asymptotics,cauchy
Qualitively what is Cross Entropy	question	entropy,information-theory
Sufficient statistic, specifics/intuition problems	question	mathematical-statistics,sufficient-statistics
Which to believe: Kolmogorov-Smirnov test or Q-Q plot?	question	pdf,kolmogorov-smirnov,cdf,qq-plot
Expected value of sample median given the sample mean	question	self-study,normal-distribution,mathematical-statistics,expected-value,conditional-expectation
Training a basic Markov Random Field for classifying pixels in an image	question	expectation-maximization,image-processing,classification
Calculating AIC “by hand” in R	question	r,aic,information-theory
Prove the equivalence of the following two formulas for Spearman correlation	question	correlation,proof,spearman-rho
Meaning of a convergence warning in glmer	question	r,optimization,lme4-nlme,convergence,glmm
SVM for unbalanced data	question	svm,libsvm,unbalanced-classes
Multivariant time series in R. How to find lagged correlation and build model for forecasting	question	r,time-series,forecasting,cross-correlation,lags
Two envelope problem revisited	question	probability,paradox,puzzle
Literature on IV quantile regression	question	regression,references,econometrics,instrumental-variables,quantile-regression
Suggestions for cost-sensitive learning in a highly imbalanced setting	question	machine-learning,classification,unbalanced-classes,precision-recall
How to obtain a confidence interval for a percentile?	question	confidence-interval,quantiles,tolerance-interval
Differences between logistic regression and perceptrons	question	logistic,communication
Estimate ARMA coefficients through ACF and PACF inspection	question	r,time-series,forecasting,acf-pacf
Meaning of latent features?	question	machine-learning,data-mining,recommender-system
Difference between Factorization machines and Matrix Factorization?	question	machine-learning,data-mining,recommender-system
What&#39;s the typical range of possible values for the shrinkage parameter in penalized regression?	question	regression,lasso,regularization,ridge-regression,penalized
Interpreting output from anova() when using lm() as input	question	r,regression,anova,lm
Why is the standard deviation defined as sqrt of the variance and not as the sqrt of sum of squares over N?	question	variance,standard-deviation,intuition,teaching
What does the convolution step in a Convolutional Neural Network do?	question	neural-networks,deep-learning,conv-neural-network,convolution
Simulating draws from a Uniform Distribution using draws from a Normal Distribution	question	self-study,normal-distribution,simulation,uniform
Item Response Theory vs Confirmatory Factor Analysis	question	confirmatory-factor,irt
Fixed effect vs random effect when all possibilities are included in a mixed effects model	question	mixed-model,random-effects-model,fixed-effects-model,many-categories
&quot;Dummy variable&quot; versus &quot;indicator variable&quot; for nominal/categorical data	question	categorical-data,terminology,categorical-encoding
2SLS but second stage Probit	question	stata,probit,instrumental-variables,2sls
Choosing optimal K for KNN	question	model-selection,k-nearest-neighbour
square things in statistics- generalized rationale	question	sums-of-squares
Best suggested textbooks on Bootstrap resampling?	question	sampling,model-selection,bootstrap,references,resampling
How does one find the mean of a sum of dependent variables?	question	mean,non-independent
Why would one use `random&#39; confidence or credible intervals?	question	confidence-interval,credible-interval
How do CNN&#39;s avoid the vanishing gradient problem	question	machine-learning,optimization,deep-learning,gradient-descent
For which distributions is there a closed-form unbiased estimator for the standard deviation?	question	mathematical-statistics,standard-deviation,unbiased-estimator
Is there any required amount of variance captured by PCA in order to do later analyses?	question	variance,pca
Creating a single index from several principal components or factors retained from PCA/FA	question	pca,factor-analysis,rating,composite,scale-construction
Why a sufficient statistic contains all the information needed to compute any estimate of the parameter?	question	sufficient-statistics
Post-hoc test for chi-square goodness-of-fit test	question	hypothesis-testing,chi-squared,goodness-of-fit,post-hoc
What is the &quot;partial&quot; in partial least squares methods?	question	multiple-regression,least-squares,terminology,sem,partial-least-squares
Can glmnet logistic regression directly handle factor (categorical) variables without needing dummy variables?	question	r,logistic,categorical-data,lasso,glmnet
tanh vs. sigmoid in neural net	question	neural-networks
What does PAC learning theory mean?	question	machine-learning,probability,pac-learning
Splines vs Gaussian Process Regression	question	regression,gaussian-process,splines,kriging
ETS() function, how to avoid forecast not in line with historical data?	question	r,time-series,forecasting,exponential-smoothing
What exactly is a distribution?	question	distributions,definition
What is the intuitive meaning behind a random variable being defined as a &quot;lattice&quot;?	question	probability
I have a line of best fit. I need data points that will not change my line of best fit	question	r,regression,least-squares,excel
Metropolis-Hastings integration - why isn&#39;t my strategy working?	question	simulation,monte-carlo,metropolis-hastings,numerical-integration
Why do we need Bootstrapping?	question	self-study,estimation,bootstrap,standard-error
Why does lrtest() not match anova(test=&quot;LRT&quot;)	question	r,anova,likelihood-ratio
Sampling from von Mises-Fisher distribution in Python?	question	python,sampling,von-mises-distribution
R package for Weighted Random Forest? classwt option?	question	r,random-forest
In statistical learning theory, isn&#39;t there a problem of overfitting on a test set?	question	machine-learning,classification,overfitting,probability-inequalities
Interpretation of confidence interval	question	probability,confidence-interval
Why is Pearson&#39;s ρ only an exhaustive measure of association if the joint distribution is multivariate normal?	question	correlation,normal-distribution,pearson-r,multivariate-normal
Why log-transforming the data before performing principal component analysis?	question	r,pca,data-transformation,logarithm
Pearson VS Deviance Residuals in logistic regression	question	regression,logistic,generalized-linear-model,residuals,deviance
Kernel SVM: I want an intuitive understanding of mapping to a higher-dimensional feature space, and how this makes linear separation possible	question	machine-learning,svm,kernel-trick
How should I check the assumption of linearity to the logit for the continuous independent variables in logistic regression analysis?	question	regression,logistic,assumptions,splines,regression-strategies
How to do forecasting with detection of outliers in R? - Time series analysis procedure and Method	question	r,time-series,forecasting,arima,outliers
How do you keep up to date with the latest research?	question	academia
What is the connection between Markov chain and Markov chain monte carlo	question	probability,simulation,mcmc,monte-carlo,markov-process
R: geom_density values in y-axis	question	r,ggplot2
Two stage models: Difference between Heckman models (to deal with sample selection) and Instrumental variables (to deal with endogenity)	question	instrumental-variables,endogeneity,2sls,heckman
At What Level is a $\chi^2$ test Mathematically Identical to a $z$-test of Proportions?	question	chi-squared,proportion,z-test
How are weights updated in the batch learning method in neural networks?	question	machine-learning,neural-networks
Why is it called the &quot;standard&quot; deviation?	question	standard-deviation,terminology,history,etymology
How to do data augmentation and train-validate split?	question	machine-learning,classification,cross-validation,dataset,data-augmentation
Sum or average of gradients in (mini) batch gradient decent?	question	neural-networks,gradient-descent,backpropagation
Statistical Inference Under Misspecification	question	hypothesis-testing,confidence-interval,model,frequentist,misspecification
The linearity of variance	question	variance,linearity,fallacy
Discriminant analysis vs logistic regression	question	regression,logistic,multivariate-analysis,discriminant-analysis
Caret - Repeated K-fold cross-validation vs Nested K-fold cross validation, repeated n-times	question	cross-validation,caret
Replacing Variables by WoE (Weight of Evidence) in Logistic Regression	question	regression,logistic,categorical-data,modeling
Why do residuals in linear regression always sum to zero when an intercept is included?	question	regression,residuals
Is it better to do exploratory data analysis on the training dataset only?	question	dataset,feature-selection,feature-engineering,eda
&quot; all of these data points come from the same distribution.&quot; How to test?	question	hypothesis-testing,distributions,mixture
Has anyone besides Egon Pearson accessed Gosset&#39;s 1904 paper?	question	statistical-significance,history
When does maximum likelihood work and when it doesn&#39;t?	question	maximum-likelihood
Logistic Regression: Scikit Learn vs glmnet	question	r,logistic,python,scikit-learn,glmnet
Which multiple comparison method to use for a lmer model: lsmeans or glht?	question	r,repeated-measures,multiple-comparisons,post-hoc,lsmeans
Statistical variation in two Formula 1 qualifying formats	question	variance
What is the connection between partial least squares, reduced rank regression, and principal component regression?	question	regression,pca,dimensionality-reduction,partial-least-squares,reduced-rank-regression
Why do we say the outcome variable &quot;is regressed on&quot; the predictor(s)?	question	regression,terminology,teaching
Why is $SST=SSE + SSR$? (One variable linear regression)	question	regression,least-squares,r-squared
Why is the posterior distribution in Bayesian Inference often intractable?	question	bayesian,inference
Kolmogorov–Smirnov test vs. t-test	question	distributions,t-test,interpretation,kolmogorov-smirnov
Why does logistic regression produce well-calibrated models?	question	regression,logistic
A dynamical systems view of the Central Limit Theorem?	question	probability,mathematical-statistics,convergence,central-limit-theorem,convolution
Why is F-test so sensitive for the assumption of normality?	question	normality-assumption,f-test
Why use group lasso instead of lasso?	question	regression,feature-selection,lasso,regularization
Intuition behind the hazard rate	question	survival,intuition,hazard
Why doesn&#39;t the CLT work for $x \sim poisson(\lambda = 1) $?	question	poisson-distribution,central-limit-theorem,asymptotics
RNNs: When to apply BPTT and/or update weights?	question	lstm,rnn
Such thing as a weighted correlation?	question	correlation,prediction,pooling,weighted-data
Minimum number of layers in a deep neural network	question	machine-learning,neural-networks,deep-learning,terminology
Expected value vs. most probable value (mode)	question	probability,distributions,chi-squared,expected-value,mode
How to fit a mixed model with response variable between 0 and 1?	question	r,logistic,mixed-model,glmm,lme4-nlme
Typical set concept	question	entropy,intuition,information-theory
Reversing ridge regression: given response matrix and regression coefficients, find suitable predictors	question	regression,least-squares,ridge-regression
Bootstrapping Generalized Least Squares	question	bootstrap,generalized-least-squares
What&#39;s the formula for the Benjamini-Hochberg adjusted p-value?	question	hypothesis-testing,p-value,multiple-comparisons,false-discovery-rate
What is the difference between Markov chains and Markov processes?	question	terminology,stochastic-processes,markov-process
How will random effects with only 1 observation affect a generalized linear mixed model?	question	r,mixed-model,generalized-linear-model,glmm,lme4-nlme
How to fill in missing data in time series?	question	time-series,missing-data,data-imputation
Which Theories of Causality Should I know?	question	machine-learning,causality,theory,treatment-effect
Are two standard normal random variables always independent?	question	normal-distribution,independence
Maximum gap between samples drawn without replacement from a discrete uniform distribution	question	probability,mathematical-statistics,uniform,combinatorics,order-statistics
Calculating PCA variance explained	question	r,pca
What is the relationship between the Beta distribution and the logistic regression model?	question	regression,logistic,mathematical-statistics,beta-distribution
What is a good method for short text clustering?	question	machine-learning,clustering,text-mining
When do maximum likelihood and method of moments produce the same estimators?	question	mathematical-statistics,maximum-likelihood,estimators,method-of-moments
Maximum Mean Discrepancy (distance distribution)	question	machine-learning,distributions,distance,feature-engineering,domain-adaptation
Correlated Bernoulli trials, multivariate Bernoulli distribution?	question	multivariate-analysis,bernoulli-distribution,copula
How to calculate average length of adherence to vegetarianism when we only have survey data about current vegetarians?	question	survival,mean,missing-data,survey,weighted-mean
Explanation of Spikes in training loss vs. iterations with Adam Optimizer	question	neural-networks,deep-learning,adam
What is a robust statistical test? What is a powerful statistical test?	question	statistical-significance,power,robust
Skewness of the logarithm of a gamma random variable	question	gamma-distribution,skewness,logarithm
Deriving the KL divergence loss for VAEs	question	kullback-leibler,autoencoders,variational-bayes
Using glm() as substitute for simple chi square test	question	r,hypothesis-testing,generalized-linear-model,chi-squared,offset
logloss vs gini/auc	question	model-selection,validation,auc,gini,log-loss
Is it possible that 3 vectors have all negative pairwise correlations?	question	correlation,correlation-matrix
What is happening here, when I use squared loss in logistic regression setting?	question	r,machine-learning,logistic,optimization,loss-functions
What distributional forms yield the &quot;Pythagorean expectation&quot;?	question	probability,distributions
Neural networks vs everything else	question	regression,machine-learning,classification,neural-networks,deep-learning
Why was the letter Q chosen in Q-learning?	question	terminology,reinforcement-learning,history,q-learning
High-dimensional regression: why is $\log p/n$ special?	question	regression,lasso,convergence,high-dimensional
The proof of equivalent formulas of ridge regression	question	lasso,regularization,ridge-regression,lagrange-multipliers
Stan $\hat{R}$ versus Gelman-Rubin $\hat{R}$ definition	question	mcmc,convergence,gibbs,metropolis-hastings,stan
Why is best subset selection not favored in comparison to lasso?	question	regression,feature-selection,lasso,bias-variance-tradeoff
What distribution to use to model time before a train arrives?	question	distributions,modeling
What is the need of assumptions in linear regression?	question	regression,assumptions
Is there more than one &quot;median&quot; formula?	question	median,definition,types-of-averages
Why can&#39;t a single ReLU learn a ReLU?	question	machine-learning,neural-networks,optimization,keras
How is causation defined mathematically?	question	machine-learning,causality
Are over-dispersion tests in GLMs actually *useful*?	question	generalized-linear-model,poisson-regression,overdispersion,quasi-likelihood
Why Normality assumption in linear regression	question	regression,mathematical-statistics,normal-distribution,error,linear
Why does shrinkage really work, what&#39;s so special about 0?	question	regularization,ridge-regression,shrinkage
How to Handle Many Times Series Simultaneously?	question	machine-learning,time-series,arima
Interpretation of non-significant results as &quot;trends&quot;	question	statistical-significance
Why do we need an estimator to be consistent?	question	mathematical-statistics,estimation,consistency
Why do we use the Greek letter μ (Mu) to denote population mean or expected value in probability and statistics	question	mean,expected-value,history
Why do we worry about overfitting even if &quot;all models are wrong&quot;?	question	modeling,overfitting
Confused about Autoregressive AR(1) process	question	r,time-series,arima,modeling,autoregressive
What is the PDF for the minimum difference between a random number and a set of random numbers	question	probability,distributions,pdf,exponential-distribution
In regression, why not use regularization by default?	question	regression,lasso,regularization,ridge-regression,unbiased-estimator
Probability of winning a competition K games best of series of N games	question	r,probability
Data partitioning for spatial data	question	machine-learning,random-forest,spatial,partitioning,geostatistics
(Why) Is absolute loss not a proper scoring rule?	question	machine-learning,classification,loss-functions,supervised-learning,scoring-rules
Is it bad to have error bars constructed with standard deviation that spans to the negative scale while the variable itself shouldn&#39;t be negative?	question	normal-distribution,confidence-interval,standard-deviation,descriptive-statistics,error
Correcting for outliers in a running average	question	outliers,moving-average,cooks-distance
Can one use multiple regression to predict one principal component (PC) from several other PCs?	question	regression,pca
Is there a standard method to deal with label switching problem in MCMC estimation of mixture models?	question	bayesian,mcmc,mixture
How do you decide the sample size when polling a large population?	question	sample-size,polling
What is the best out-of-the-box 2-class classifier for your application?	question	machine-learning,classification,application
What is the major difference between correlation and mutual information?	question	correlation,mutual-information
Why are mean 0 and standard deviation 1 distributions always used?	question	probability
Alternative graphics to &quot;handle bar&quot; plots	question	data-visualization
James-Stein shrinkage &#39;in the wild&#39;?	question	estimation,error,shrinkage,application,steins-phenomenon
What books provide an overview of computational statistics as it applies to computer science?	question	references,computational-statistics,computing
Application of machine learning techniques in small sample clinical studies	question	machine-learning,feature-selection
Analysis of cross correlation between point-processes	question	point-process,cross-correlation
Looking for good introductory treatment of meta-analysis	question	modeling,meta-analysis
A survey of data-mining software tools	question	data-mining
R package for fixed-effect logistic regression	question	r,logistic,panel-data,clogit
Managing error with GPS routes (theoretical framework?)	question	error,sampling
OLS is BLUE. But what if I don&#39;t care about unbiasedness and linearity?	question	regression,unbiased-estimator
A good way to show lots of data graphically	question	r,data-visualization,large-data,eda
Do some of you use Google Docs spreadsheet to conduct and share your statistical work with others?	question	software,computational-statistics
Statistical similarity of time series	question	time-series,classification
Comparing mixed effect models with the same number of degrees of freedom	question	r,mixed-model,model-selection
Random numbers and the multicore package	question	r,random-generation,parallel-computing,multicore
Show average instead of median in boxplot	question	data-visualization,python,matplotlib,boxplot
Determining whether a website is active using daily visits	question	time-series,forecasting
What is the precise definition of a &quot;Heywood Case&quot;?	question	variance,factor-analysis,definition,online
VIF, condition Index and eigenvalues	question	multiple-regression,linear-model,multicollinearity,vif
Where do the full conditionals come from in Gibbs sampling?	question	bayesian,mcmc,gibbs
What is the difference between the &quot;coef&quot; and &quot;(exp)coef&quot; output of coxph in R?	question	r,survival,interpretation
Tutorials on object-oriented programming in R	question	r
Clustering (k-means, or otherwise) with a minimum cluster size constraint	question	r,clustering
Confidence intervals for regression parameters: Bayesian vs. classical	question	r,regression,bayesian,confidence-interval,frequentist
How to model prices?	question	regression,forecasting,econometrics
How to optimize my R script in order to use &quot;multicore&quot;	question	r
What&#39;s a good prior distribution for degrees of freedom in a t distribution?	question	distributions,bayesian,modeling,prior
Exponential weighted moving skewness/kurtosis	question	moments,online,kurtosis
Difference between the terms &#39;joint distribution&#39; and &#39;multivariate distribution&#39;?	question	probability,terminology,joint-distribution,definition
How to aggregate by minute data for a week into hourly means?	question	r,time-series,aggregation
Is there any difference between the terms &quot;paired t-test&quot; and &quot;pairwise t-test&quot;?	question	hypothesis-testing,anova,t-test
Can the empirical Hessian of an M-estimator be indefinite?	question	estimation,maximum-likelihood,econometrics,asymptotics
The connection between Bayesian statistics and generative modeling	question	bayesian,generative-models
Clustering: Should I use the Jensen-Shannon Divergence or its square?	question	machine-learning,clustering,entropy,distance-functions
How to check which model is better in state space time series analysis?	question	time-series,state-space-models
Understanding the k lag in R&#39;s augmented Dickey Fuller test	question	r,time-series,trend
Influence functions and OLS	question	regression,least-squares
Interpretation of the Granger causality test	question	hypothesis-testing,granger-causality
Does GSVD implement all linear multivariate techniques?	question	multivariate-analysis,svd
Can someone shed light on linear vs. nonlinear mixed-effects?	question	r,regression,random-effects-model
What are the differences between &quot;Mixed Effects Modelling&quot; and &quot;Latent Growth Modelling&quot;?	question	mixed-model,panel-data,growth-model
Free public interest data hosting?	question	dataset
Applying logistic regression with low event rate	question	logistic
Optimal penalty selection for lasso	question	model-selection,lasso,shrinkage
How to NOT use statistics	question	teaching,validity
CDF raised to a power?	question	data-transformation,cdf,inverse-cdf
What are the pros and cons of learning about a distribution algorithmically (simulations) versus mathematically?	question	distributions,algorithms,teaching
Why is the Mann–Whitney U test significant when the medians are equal?	question	nonparametric,median,ranks,wilcoxon-mann-whitney
Using ANOVA on percentages?	question	anova
$L_1$ or $L_.5$ metrics for clustering?	question	clustering,distance-functions,rule-of-thumb
Kullback–Leibler divergence between two gamma distributions	question	kullback-leibler,gamma-distribution,exponential-family
Updating linear regression efficiently when adding observations and/or predictors in R	question	r,regression,computational-statistics,linear-model
How to tune smoothing in mgcv GAM model	question	r,smoothing,mgcv
What is a &#39;message passing method&#39;?	question	distributions,bayesian,references,algorithms
How to specify the null hypothesis in hypothesis testing	question	hypothesis-testing
k-means implementation with custom distance matrix in input	question	clustering,matlab,k-means
How to setup and interpret ANOVA contrasts with the car package in R?	question	r,anova,contrasts
How can I improve my analysis of the effects of reputation on voting?	question	data-visualization,large-data,fixed-effects-model
Generate uniformly distributed weights that sum to unity?	question	random-generation
Area under the &quot;pdf&quot; in kernel density estimation in R	question	r,estimation,pdf,kernel-smoothing,auc
How to generate random auto correlated binary time series data?	question	time-series,random-variable,simulation,random-generation
Eigenfunctions of an adjacency matrix of a time series?	question	time-series,matrix-decomposition,svd
Understanding bootstrapping for validation and model selection	question	model-selection,cross-validation,bootstrap
How to plot a stair steps function with ggplot?	question	r,data-visualization,ggplot2
How can I estimate the probability of a random member from one population being &quot;better&quot; than a random member from a different population?	question	probability,normal-distribution
Interpreting distance from hyperplane in SVM	question	machine-learning,svm,max-margin
Are the random variables $X$ and $f(X)$ dependent?	question	probability,random-variable
Interpretation of incidence-rate ratios	question	regression,interpretation,regression-coefficients,negative-binomial,incidence-rate-ratio
What is a good resource that includes a comparison of the pros and cons of different classifiers?	question	machine-learning,classification,references
Why is there usually no correction for multiple comparisons in Bayesian statistics?	question	bayesian,multiple-comparisons
How to detect a significant change in time series data due to a &quot;policy&quot; change?	question	time-series,change-point
What is the correlation if the standard deviation of one variable is 0?	question	correlation,standard-deviation,covariance
Why is the Poisson distribution chosen to model arrival processes in Queueing theory problems?	question	poisson-distribution,intuition,queueing
Increasing number of features results in accuracy drop but prec/recall increase	question	machine-learning,classification,naive-bayes,precision-recall
When should one consider using GMM?	question	econometrics,generalized-moments
Practical thoughts on explanatory vs predictive modeling	question	estimation,modeling,predictive-models
Which statistical classification algorithm can predict true/false for a sequence of inputs?	question	machine-learning,classification,modeling
What does truncated distribution mean?	question	distributions,simulation,truncation
Constrained Optimization library for equality and inequality constraints	question	r,optimization,software
Density of normal distribution as dimensions increase	question	normal-distribution,multivariate-analysis
How should decision tree splits be implemented when predicting continuous variables?	question	algorithms,cart,random-forest
Distance correlation versus mutual information	question	correlation,mutual-information,distance-covariance
What machine learning algorithm can be used to predict the stock market?	question	machine-learning,finance
Partitioning trees in R: party vs. rpart	question	r,cart,rpart,partitioning
What&#39;s a good approach to teaching R in a computer lab?	question	r,teaching
How to do cross-validation with a Cox proportional hazards model?	question	predictive-models,cross-validation,survival,roc
Can someone please explain dynamic time warping for determining time series similarity?	question	r,time-series,clustering,similarities
How to choose significance level for a large data set?	question	regression,probability,statistical-significance,sample-size
Classification with tall fat data	question	classification
LASSO/LARS vs general to specific (GETS) method	question	feature-selection,model-selection,lasso,stepwise-regression,lars
Central limit theorem versus law of large numbers	question	probability,central-limit-theorem,law-of-large-numbers
Difference in  using normalized gradient and gradient	question	algorithms,optimization
What language to use for genetic programming	question	genetic-algorithms
What is a practically good data analysis process?	question	project-management
Linear combination of two dependent multivariate normal random variables	question	probability,normal-distribution,multinomial
Are experts harmful?	question	games,artificial-intelligence
Conflicting results of Type III sum of squares in ANOVA in SAS and R	question	r,anova,sas,sums-of-squares
How do I evaluate standard deviation?	question	standard-deviation
Is there a way to disable the parameter tuning (grid) feature in CARET?	question	r,caret
Can I ignore coefficients for non-significant levels of factors in a linear model?	question	statistical-significance,linear-model,model-selection,regression-coefficients,regression-strategies
Can I use glm algorithms to do a multinomial logistic regression?	question	generalized-linear-model,logistic
How to expand data frame in R	question	r
How to choose between the different Adjusted $R^2$ formulas?	question	regression,r-squared
Testing for statistically significant difference in time series?	question	time-series,hypothesis-testing,statistical-significance
Topic models for short documents	question	references,text-mining,topic-models,natural-language
Multiple linear regression for hypothesis testing	question	regression,hypothesis-testing,multiple-regression
Gradient descent vs lm() function in R?	question	r,regression,machine-learning,gradient-descent
When/where to use functional data analysis?	question	statistical-significance,cross-validation,nonparametric,functional-data-analysis
Reference with distributions with various properties	question	distributions,references
Best way to visualize attrition using R?	question	r,data-visualization,sankey-diagram
How to test the effect of a grouping variable with a non-linear model? 	question	r,mixed-model,nls
Combining classifiers by flipping a coin	question	machine-learning,probability,data-visualization,classification,roc
How to find out if an online poker-site is fair?	question	binomial,games,wilcoxon-signed-rank
Why are rlm() regression coefficient estimates different than lm() in R?	question	r,multiple-regression,robust
The operation of chance in a deterministic world	question	probability,central-limit-theorem,intuition
Distribution to reflect situation where some waiting leads us to expect more waiting	question	distributions,queueing,interarrival-time
Finding local extrema of a density function using splines	question	r,pdf,splines,maximum
Is it possible to append training data to existing SVM models?	question	svm,libsvm
How to estimate variance components with lmer for models with random effects and compare them with lme results	question	r,anova,variance,lme4-nlme
Confusion regarding when to use $z$-statistics vs. $t$-statistics	question	confidence-interval,t-distribution
Standard error of a count	question	poisson-distribution,standard-error,count-data
Generate three correlated uniformly-distributed random variables	question	r,correlation,random-generation,uniform
What&#39;s the forward stagewise regression algorithm?	question	regression,algorithms,feature-selection
Definition and origin of “cross entropy”	question	information-theory,entropy
Automated procedure for selecting subset of data points w/ strongest correlation?	question	regression,correlation,autocorrelation
Good summaries (reviews, books) on various applications of Markov chain Monte Carlo (MCMC)?	question	machine-learning,mcmc,inference,references,application
How to minimize residual sum of squares of an exponential fit?	question	r,nonlinear-regression,fitting,nls
How to deal with a mix of binary and continuous inputs in neural networks?	question	r,machine-learning,data-transformation,neural-networks,nnet
Does the principle of indifference apply to the Borel-Kolmogorov paradox?	question	theory,paradox
What are the options in proportional hazard regression model when Schoenfeld residuals are not good?	question	r,model,cox-model,hazard,schoenfeld-residuals
How to choose an error metric when evaluating a classifier?	question	machine-learning,classification,error
